Episode 0 | Exploring: Selected action 2 randomly.
Episode 11 | Exploring: Selected action 3 randomly.
Episode 11 | Exploring: Selected action 3 randomly.
Episode 11 | Exploring: Selected action 1 randomly.
Episode 11 | Exploring: Selected action 1 randomly.
Episode 11 | Exploring: Selected action 1 randomly.
Episode 11 | Exploring: Selected action 3 randomly.
Episode 11 | Exploring: Selected action 2 randomly.
Episode 11 | Exploring: Selected action 1 randomly.
Episode 11 | Exploring: Selected action 1 randomly.
Episode 11 | Exploring: Selected action 2 randomly.
Episode 11 | Exploring: Selected action 3 randomly.
Episode 11 | Exploring: Selected action 1 randomly.
Episode 11 | Exploring: Selected action 0 randomly.
Episode 11 | Exploring: Selected action 1 randomly.
Episode 11 | Exploring: Selected action 2 randomly.
Episode 11 | Exploring: Selected action 3 randomly.
Episode 11 | Exploring: Selected action 0 randomly.
Episode 11 | Exploring: Selected action 1 randomly.
Episode 11 | Exploring: Selected action 3 randomly.
Episode 11 | Exploring: Selected action 2 randomly.
Episode 11 | Exploring: Selected action 3 randomly.
Episode 11 | Exploring: Selected action 2 randomly.
Episode 11 | Exploring: Selected action 3 randomly.
Episode 11 | Exploring: Selected action 3 randomly.
Episode 11 | Exploring: Selected action 1 randomly.
Episode 11 | Exploring: Selected action 0 randomly.
Episode 11 | Exploring: Selected action 2 randomly.
Episode 11 | Exploring: Selected action 2 randomly.
Episode 11 | Exploring: Selected action 0 randomly.
Episode 11 | Exploring: Selected action 1 randomly.
Episode 11 | Exploring: Selected action 2 randomly.
Episode 11 | Exploring: Selected action 1 randomly.
Episode 11 | Exploring: Selected action 2 randomly.
Episode 11 | Exploring: Selected action 3 randomly.
Episode 11 | Exploring: Selected action 3 randomly.
Episode 11 | Exploring: Selected action 0 randomly.
Episode 11 | Exploring: Selected action 3 randomly.
Episode 11 | Exploring: Selected action 3 randomly.
Episode 11 | Exploring: Selected action 0 randomly.
Episode 11 | Exploring: Selected action 1 randomly.
Episode 11 | Exploring: Selected action 3 randomly.
Episode 11 | Exploring: Selected action 3 randomly.
Episode 11 | Exploring: Selected action 2 randomly.
Episode 11 | Exploring: Selected action 3 randomly.
Episode 11 | Exploring: Selected action 2 randomly.
Episode 11 | Exploring: Selected action 3 randomly.
Episode 11 | Exploring: Selected action 2 randomly.
Episode 11 | Exploring: Selected action 3 randomly.
Episode 11 | Exploring: Selected action 0 randomly.
Episode 11 | Exploring: Selected action 0 randomly.
Episode 11 | Exploring: Selected action 0 randomly.
Episode 11 | Exploring: Selected action 2 randomly.
Episode 11 | Exploring: Selected action 0 randomly.
Episode 11 | Exploring: Selected action 0 randomly.
Episode 11 | Exploring: Selected action 0 randomly.
Episode 11 | Exploring: Selected action 0 randomly.
Episode 11 | Exploring: Selected action 2 randomly.
Episode 11 | Exploring: Selected action 3 randomly.
Episode 11 | Exploring: Selected action 0 randomly.
Episode 11 | Exploring: Selected action 3 randomly.
Episode 11 | Exploring: Selected action 3 randomly.
Episode 11 | Exploring: Selected action 1 randomly.
Episode 11 | Exploring: Selected action 0 randomly.
Episode 11 | Exploring: Selected action 3 randomly.
Episode 11 | Exploring: Selected action 1 randomly.
Episode 11 | Exploring: Selected action 0 randomly.
Episode 11 | Exploring: Selected action 2 randomly.
Episode 11 | Exploring: Selected action 2 randomly.
Episode 11 | Exploring: Selected action 0 randomly.
Episode 11 | Exploring: Selected action 3 randomly.
Episode 11 | Exploring: Selected action 3 randomly.
Episode 11 | Exploring: Selected action 3 randomly.
Episode 11 | Exploring: Selected action 3 randomly.
Episode 11 | Exploring: Selected action 3 randomly.
Episode 11 | Exploring: Selected action 3 randomly.
Episode 11 | Exploring: Selected action 2 randomly.
Episode 11 | Exploring: Selected action 0 randomly.
Episode 11 | Exploring: Selected action 1 randomly.
Episode 11 | Exploring: Selected action 3 randomly.
Episode 11 | Exploring: Selected action 1 randomly.
Episode 11 | Exploring: Selected action 3 randomly.
Episode 11 | Exploring: Selected action 3 randomly.
Episode 11 | Exploring: Selected action 1 randomly.
Episode 11 | Exploring: Selected action 1 randomly.
Episode 11 | Exploring: Selected action 1 randomly.
Episode 11 | Exploring: Selected action 1 randomly.
Episode 11 | Exploring: Selected action 2 randomly.
Episode 11 | Exploring: Selected action 2 randomly.
Episode 11 | Exploring: Selected action 0 randomly.
Episode 11 | Exploring: Selected action 2 randomly.
Episode 11 | Exploring: Selected action 1 randomly.
Episode 11 | Exploring: Selected action 0 randomly.
Episode 11 | Exploring: Selected action 3 randomly.
Episode 11 | Exploring: Selected action 0 randomly.
Episode 11 | Exploring: Selected action 3 randomly.
Episode 11 | Exploring: Selected action 2 randomly.
Episode 11 | Exploring: Selected action 2 randomly.
Episode 11 | Exploring: Selected action 0 randomly.
Episode 11 | Exploring: Selected action 3 randomly.
Episode 11 | Exploring: Selected action 2 randomly.
Episode 11 | Exploring: Selected action 0 randomly.
Episode 11 | Exploring: Selected action 3 randomly.
Episode 11 | Exploring: Selected action 2 randomly.
Episode 11 | Exploring: Selected action 2 randomly.
Episode 11 | Exploring: Selected action 1 randomly.
Episode 11 | Exploring: Selected action 1 randomly.
Episode 11 | Exploring: Selected action 2 randomly.
Episode 11 | Exploring: Selected action 1 randomly.
Episode 11 | Exploring: Selected action 1 randomly.
Episode 11 | Exploring: Selected action 3 randomly.
Episode 11 | Exploring: Selected action 1 randomly.
Episode 11 | Exploring: Selected action 2 randomly.
Episode 11 | Exploring: Selected action 3 randomly.
Episode 11 | Exploring: Selected action 2 randomly.
Episode 11 | Exploring: Selected action 3 randomly.
Episode 11 | Exploring: Selected action 3 randomly.
Episode 11 | Exploring: Selected action 0 randomly.
Episode 11 | Exploring: Selected action 1 randomly.
Episode 11 | Exploring: Selected action 2 randomly.
Episode 11 | Exploring: Selected action 2 randomly.
Episode 11 | Exploring: Selected action 3 randomly.
Episode 11 | Exploring: Selected action 0 randomly.
Episode 11 | Exploring: Selected action 1 randomly.
Episode 11 | Exploring: Selected action 3 randomly.
Episode 11 | Exploring: Selected action 0 randomly.
Episode 11 | Exploring: Selected action 2 randomly.
Episode 11 | Exploring: Selected action 1 randomly.
Episode 11 | Exploring: Selected action 3 randomly.
Episode 11 | Exploring: Selected action 2 randomly.
Episode 11 | Exploring: Selected action 0 randomly.
Episode 11 | Exploring: Selected action 2 randomly.
Episode 11 | Exploring: Selected action 3 randomly.
Episode 11 | Exploring: Selected action 3 randomly.
Episode 11 | Exploring: Selected action 1 randomly.
Episode 11 | Exploring: Selected action 0 randomly.
Episode 11 | Exploring: Selected action 2 randomly.
Episode 11 | Exploring: Selected action 2 randomly.
Episode 11 | Exploring: Selected action 3 randomly.
Episode 11 | Exploring: Selected action 1 randomly.
Episode 11 | Exploring: Selected action 1 randomly.
Episode 11 | Exploring: Selected action 0 randomly.
Episode 11 | Exploring: Selected action 1 randomly.
Episode 11 | Exploring: Selected action 2 randomly.
Episode 11 | Exploring: Selected action 2 randomly.
Episode 11 | Exploring: Selected action 1 randomly.
Episode 11 | Exploring: Selected action 1 randomly.
Episode 11 | Exploring: Selected action 2 randomly.
Episode 11 | Exploring: Selected action 1 randomly.
Episode 11 | Exploring: Selected action 1 randomly.
Episode 11 | Exploring: Selected action 3 randomly.
Episode 11 | Exploring: Selected action 1 randomly.
Episode 11 | Exploring: Selected action 2 randomly.
Episode 11 | Exploring: Selected action 3 randomly.
Episode 11 | Exploring: Selected action 2 randomly.
Episode 11 | Exploring: Selected action 0 randomly.
Episode 11 | Exploring: Selected action 1 randomly.
Episode 11 | Exploring: Selected action 3 randomly.
Episode 11 | Exploring: Selected action 0 randomly.
Episode 11 | Exploring: Selected action 1 randomly.
Episode 11 | Exploring: Selected action 3 randomly.
Episode 11 | Exploring: Selected action 2 randomly.
Episode 11 | Exploring: Selected action 2 randomly.
Episode 11 | Exploring: Selected action 2 randomly.
Episode 11 | Exploring: Selected action 3 randomly.
Episode 11 | Exploring: Selected action 1 randomly.
Episode 11 | Exploring: Selected action 1 randomly.
Episode 11 | Exploring: Selected action 1 randomly.
Episode 11 | Exploring: Selected action 2 randomly.
Episode 11 | Exploring: Selected action 2 randomly.
Episode 11 | Exploring: Selected action 2 randomly.
Episode 11 | Exploring: Selected action 3 randomly.
Episode 11 | Exploring: Selected action 1 randomly.
Episode 11 | Exploring: Selected action 2 randomly.
Episode 11 | Exploring: Selected action 3 randomly.
Episode 11 | Exploring: Selected action 2 randomly.
Episode 11 | Exploring: Selected action 3 randomly.
Episode 11 | Exploring: Selected action 0 randomly.
Episode 11 | Exploring: Selected action 3 randomly.
Episode 11 | Exploring: Selected action 0 randomly.
Episode 11 | Exploring: Selected action 3 randomly.
Episode 11 | Exploring: Selected action 3 randomly.
Episode 11 | Exploring: Selected action 3 randomly.
Episode 11 | Exploring: Selected action 0 randomly.
Episode 11 | Exploring: Selected action 3 randomly.
Episode 11 | Exploring: Selected action 2 randomly.
Episode 11 | Exploring: Selected action 1 randomly.
Episode 11 | Exploring: Selected action 3 randomly.
Episode 11 | Exploring: Selected action 1 randomly.
Episode 11 | Exploring: Selected action 0 randomly.
Episode 11 | Exploring: Selected action 1 randomly.
Episode 11 | Exploring: Selected action 2 randomly.
Episode 11 | Exploring: Selected action 0 randomly.
Episode 11 | Exploring: Selected action 0 randomly.
Episode 11 | Exploring: Selected action 3 randomly.
Episode 11 | Exploring: Selected action 0 randomly.
Episode 11 | Exploring: Selected action 0 randomly.
Episode 11 | Exploring: Selected action 0 randomly.
Episode 11 | Exploring: Selected action 0 randomly.
Episode 11 | Exploring: Selected action 0 randomly.
Episode 11 | Exploring: Selected action 1 randomly.
Episode 11 | Exploring: Selected action 2 randomly.
Episode 11 | Exploring: Selected action 1 randomly.
Episode 11 | Exploring: Selected action 1 randomly.
Episode 11 | Exploring: Selected action 0 randomly.
Episode 11 | Exploring: Selected action 3 randomly.
Episode 11 | Exploring: Selected action 0 randomly.
Episode 11 | Exploring: Selected action 0 randomly.
Episode 11 | Exploring: Selected action 0 randomly.
Episode 11 | Exploring: Selected action 2 randomly.
Episode 11 | Exploring: Selected action 1 randomly.
Episode 11 | Exploring: Selected action 1 randomly.
Episode 11 | Exploring: Selected action 0 randomly.
Episode 11 | Exploring: Selected action 0 randomly.
Episode 11 | Exploring: Selected action 3 randomly.
Episode 11 | Exploring: Selected action 0 randomly.
Episode 11 | Exploring: Selected action 2 randomly.
Episode 11 | Exploring: Selected action 0 randomly.
Episode 11 | Exploring: Selected action 2 randomly.
Episode 11 | Exploring: Selected action 1 randomly.
Episode 11 | Exploring: Selected action 2 randomly.
Episode 11 | Exploring: Selected action 3 randomly.
Episode 11 | Exploring: Selected action 2 randomly.
Episode 11 | Exploring: Selected action 0 randomly.
Episode 11 | Exploring: Selected action 0 randomly.
Episode 11 | Exploring: Selected action 2 randomly.
Episode 11 | Exploring: Selected action 3 randomly.
Episode 11 | Exploring: Selected action 2 randomly.
Episode 11 | Exploring: Selected action 1 randomly.
Episode 11 | Exploring: Selected action 3 randomly.
Episode 11 | Exploring: Selected action 2 randomly.
Episode 11 | Exploring: Selected action 2 randomly.
Episode 11 | Exploring: Selected action 1 randomly.
Episode 11 | Exploring: Selected action 3 randomly.
Episode 11 | Exploring: Selected action 1 randomly.
Episode 11 | Exploring: Selected action 1 randomly.
Episode 11 | Exploring: Selected action 0 randomly.
Episode 11 | Exploring: Selected action 0 randomly.
Episode 11 | Exploring: Selected action 3 randomly.
Episode 11 | Exploring: Selected action 3 randomly.
Episode 11 | Exploring: Selected action 2 randomly.
Episode 11 | Exploring: Selected action 1 randomly.
Episode 11 | Exploring: Selected action 0 randomly.
Episode 11 | Exploring: Selected action 3 randomly.
Episode 11 | Exploring: Selected action 1 randomly.
Episode 11 | Exploring: Selected action 2 randomly.
Episode 11 | Exploring: Selected action 0 randomly.
Episode 11 | Exploring: Selected action 1 randomly.
Episode 11 | Exploring: Selected action 2 randomly.
Episode 11 | Exploring: Selected action 2 randomly.
Episode 11 | Exploring: Selected action 2 randomly.
Episode 11 | Exploring: Selected action 1 randomly.
Episode 11 | Exploring: Selected action 1 randomly.
Episode 11 | Exploring: Selected action 2 randomly.
Episode 11 | Exploring: Selected action 3 randomly.
Episode 11 | Exploring: Selected action 3 randomly.
Episode 11 | Exploring: Selected action 0 randomly.
Episode 11 | Exploring: Selected action 1 randomly.
Episode 11 | Exploring: Selected action 2 randomly.
Episode 11 | Exploring: Selected action 2 randomly.
Episode 11 | Exploring: Selected action 3 randomly.
Episode 11 | Exploring: Selected action 0 randomly.
Episode 11 | Exploring: Selected action 0 randomly.
Episode 11 | Exploring: Selected action 2 randomly.
Episode 11 | Exploring: Selected action 1 randomly.
Episode 11 | Exploring: Selected action 1 randomly.
Episode 11 | Exploring: Selected action 1 randomly.
Episode 11 | Exploring: Selected action 1 randomly.
Episode 11 | Exploring: Selected action 1 randomly.
Episode 11 | Exploring: Selected action 3 randomly.
Episode 11 | Exploring: Selected action 0 randomly.
Episode 11 | Exploring: Selected action 0 randomly.
Episode 11 | Exploring: Selected action 2 randomly.
Episode 11 | Exploring: Selected action 3 randomly.
Episode 11 | Exploring: Selected action 2 randomly.
Episode 11 | Exploring: Selected action 0 randomly.
Episode 11 | Exploring: Selected action 0 randomly.
Episode 11 | Exploring: Selected action 3 randomly.
Episode 11 | Exploring: Selected action 0 randomly.
Episode 11 | Exploring: Selected action 1 randomly.
Episode 11 | Exploring: Selected action 2 randomly.
Episode 11 | Exploring: Selected action 2 randomly.
Episode 11 | Exploring: Selected action 1 randomly.
Episode 11 | Exploring: Selected action 1 randomly.
Episode 11 | Exploring: Selected action 1 randomly.
Episode 11 | Exploring: Selected action 0 randomly.
Episode 11 | Exploring: Selected action 1 randomly.
Episode 11 | Exploring: Selected action 0 randomly.
Episode 11 | Exploring: Selected action 3 randomly.
Episode 11 | Exploring: Selected action 3 randomly.
